Order_ID,Distributor_ID,Product_ID,Order_Date,Quantity_Ordered,Discount%_Applied,Unit_Price
B2B000436,D0011,P0046,20-05-2023,18,0.05,317.908
B2B000437,D0062,P0022,14-02-2023,96,0.19,63.4635
B2B000438,D0060,P0050,09-06-2024,14,0.09,91.5278
B2B000439,D0048,P0012,01-12-2023,49,0.12,427.0288
B2B000440,D0087,P0035,24-04-2024,69,0.03,468.6652
B2B000441,D0034,P0034,31-05-2023,30,0.12,417.956
B2B000442,D0005,P0016,05-01-2023,86,0.12,87.8856
B2B000443,D0009,P0045,14-04-2024,74,0.05,129.96
B2B000444,D0025,P0050,21-07-2023,67,0.1,90.522
B2B000445,D0040,P0033,10-01-2023,41,0.17,34.7604
B2B000446,D0060,P0047,24-09-2023,84,0.14,139.9564
B2B000447,D0090,P0035,17-11-2023,69,0.01,478.3284
B2B000448,D0035,P0007,19-06-2023,89,0.03,37.3062
B2B000449,D0008,P0022,09-01-2023,11,0.1,70.515
B2B000450,D0080,P0007,27-04-2024,77,0.04,36.9216
B2B000451,D0078,P0040,24-05-2023,96,0.06,212.1298
B2B000452,D0045,P0012,29-05-2024,13,0.14,417.3236
B2B000453,D0040,P0048,08-08-2023,17,0.06,248.9402
B2B000454,D0045,P0042,08-02-2023,90,0.19,204.6384
B2B000455,D0018,P0040,24-01-2024,10,0.08,207.6164
B2B000456,D0100,P0034,18-03-2023,51,0.08,436.954
B2B000457,D0086,P0007,09-06-2023,52,0.16,32.3064
B2B000458,D0063,P0009,08-11-2023,60,0.02,298.459
B2B000459,D0045,P0006,11-01-2023,94,0.09,78.6604
B2B000460,D0046,P0040,27-03-2024,81,0.02,221.1566
B2B000461,D0083,P0039,21-10-2023,51,0.19,279.6687
B2B000462,D0100,P0045,25-07-2023,37,0,136.8
B2B000463,D0007,P0018,18-06-2024,25,0.12,235.0744
B2B000464,D0028,P0043,02-03-2023,62,0.16,22.554
B2B000465,D0066,P0027,16-06-2023,32,0.12,94.8992
B2B000466,D0080,P0047,14-12-2023,92,0.03,157.8578
B2B000467,D0053,P0015,16-01-2023,80,0.07,92.1537
B2B000468,D0024,P0007,11-07-2023,38,0.01,38.0754
B2B000469,D0003,P0046,18-05-2024,23,0.17,277.7512
B2B000470,D0099,P0005,04-08-2023,59,0.18,70.889
B2B000471,D0083,P0009,09-03-2024,32,0.1,274.095
B2B000472,D0042,P0037,15-11-2023,76,0.11,141.7414
B2B000473,D0004,P0025,25-11-2023,35,0.06,219.4618
B2B000474,D0100,P0012,22-11-2023,39,0.08,446.4392
B2B000475,D0051,P0044,15-10-2023,97,0.2,364.456
B2B000476,D0027,P0045,23-08-2023,39,0.18,112.176
B2B000477,D0071,P0008,14-02-2023,59,0.17,360.5769
B2B000478,D0093,P0012,16-06-2023,32,0.15,412.471
B2B000479,D0072,P0040,21-08-2023,74,0.13,196.3329
B2B000480,D0029,P0003,06-06-2024,87,0.14,317.0648
B2B000481,D0022,P0038,23-05-2023,32,0.02,56.7028
B2B000482,D0080,P0004,25-03-2024,25,0.19,245.7054
B2B000483,D0045,P0001,02-11-2023,94,0.06,181.9088
B2B000484,D0075,P0003,11-05-2023,88,0.17,306.0044
B2B000485,D0002,P0021,08-12-2023,47,0.17,257.1423
B2B000486,D0064,P0017,15-12-2023,95,0.16,133.6272
B2B000487,D0011,P0002,05-11-2023,13,0.06,447.299
B2B000488,D0099,P0004,30-07-2023,86,0.02,297.2732
B2B000489,D0076,P0029,09-01-2023,76,0.04,288.2688
B2B000490,D0033,P0026,29-04-2023,30,0.1,355.266
B2B000491,D0007,P0048,24-02-2024,25,0.19,214.5123
B2B000492,D0005,P0017,11-01-2023,19,0.09,144.7628
B2B000493,D0033,P0029,06-11-2023,35,0.07,279.2604
B2B000494,D0088,P0044,12-09-2023,22,0.01,451.0143
B2B000495,D0067,P0008,19-03-2023,72,0.19,351.8883
B2B000496,D0019,P0044,03-10-2023,90,0.13,396.3459
B2B000497,D0024,P0021,01-10-2023,38,0.07,288.1233
B2B000498,D0067,P0026,24-04-2024,57,0.17,327.6342
B2B000499,D0089,P0037,12-02-2023,73,0.08,146.5192
B2B000500,D0057,P0032,24-09-2023,68,0.05,88.882
B2B000501,D0089,P0013,03-03-2023,31,0.07,388.647
B2B000502,D0079,P0006,09-04-2024,20,0.15,73.474
B2B000503,D0089,P0034,18-01-2023,31,0.08,436.954
B2B000504,D0095,P0042,18-11-2023,83,0.18,207.1648
B2B000505,D0069,P0021,07-08-2023,74,0.18,254.0442
B2B000506,D0077,P0020,25-03-2024,14,0.04,146.592
B2B000507,D0014,P0041,13-03-2023,48,0.2,55.84
B2B000508,D0059,P0027,02-02-2023,68,0.15,91.664
B2B000509,D0072,P0048,08-04-2024,55,0.17,219.8089
B2B000510,D0090,P0018,09-02-2023,89,0.04,256.4448
B2B000511,D0021,P0034,03-01-2023,71,0.09,432.2045
B2B000512,D0003,P0050,05-11-2023,27,0.04,96.5568
B2B000513,D0053,P0002,13-02-2023,25,0.02,466.333
B2B000514,D0073,P0011,26-02-2023,61,0.12,17.6792
B2B000515,D0062,P0014,07-01-2023,48,0.17,94.6615
B2B000516,D0006,P0045,04-06-2023,14,0.04,131.328
B2B000517,D0073,P0040,10-09-2023,39,0.01,223.4133
B2B000518,D0031,P0048,24-01-2024,82,0.01,262.1817
B2B000519,D0071,P0010,24-02-2023,82,0.14,306.9856
B2B000520,D0020,P0011,06-10-2023,90,0.07,18.6837
B2B000521,D0033,P0005,09-02-2023,62,0.08,79.534
B2B000522,D0016,P0011,20-05-2023,35,0.01,19.8891
B2B000523,D0002,P0032,16-03-2024,20,0.12,82.3328
B2B000524,D0078,P0015,27-12-2023,70,0,99.09
B2B000525,D0086,P0010,16-05-2024,36,0.1,321.264
B2B000526,D0032,P0019,23-09-2023,15,0.06,208.351
B2B000527,D0044,P0036,29-03-2023,85,0.02,397.9878
B2B000528,D0063,P0008,26-11-2023,25,0.19,351.8883
B2B000529,D0048,P0003,19-01-2024,23,0.01,364.9932
B2B000530,D0029,P0049,11-03-2024,27,0.02,272.3322
B2B000531,D0065,P0035,26-05-2023,23,0.02,473.4968
B2B000532,D0067,P0044,10-03-2024,47,0.16,382.6788
B2B000533,D0073,P0011,07-04-2023,67,0.05,19.0855
B2B000534,D0021,P0026,07-01-2023,79,0.12,347.3712
B2B000535,D0072,P0025,18-09-2023,15,0.11,207.7883
B2B000536,D0095,P0038,22-11-2023,48,0,57.86
B2B000537,D0061,P0033,09-06-2023,35,0.01,41.4612
B2B000538,D0021,P0035,31-10-2023,43,0.2,386.528
B2B000539,D0052,P0047,06-06-2023,84,0.1,146.466
B2B000540,D0036,P0035,10-05-2023,67,0.03,468.6652
B2B000541,D0040,P0050,03-07-2023,79,0.09,91.5278
B2B000542,D0052,P0015,25-01-2023,97,0.18,81.2538
B2B000543,D0071,P0034,03-01-2023,66,0.1,427.455
B2B000544,D0096,P0033,09-08-2023,85,0.18,34.3416
B2B000545,D0070,P0017,05-10-2023,49,0.11,141.5812
B2B000546,D0045,P0032,28-06-2024,56,0.04,89.8176
B2B000547,D0055,P0007,01-05-2024,38,0.07,35.7678
B2B000548,D0074,P0043,04-05-2023,87,0.14,23.091
B2B000549,D0056,P0040,12-12-2023,75,0.14,194.0762
B2B000550,D0083,P0013,23-03-2024,68,0.11,371.931
B2B000551,D0078,P0023,08-01-2024,98,0.02,150.087
B2B000552,D0053,P0034,13-04-2023,61,0.03,460.7015
B2B000553,D0071,P0044,01-02-2023,79,0.09,414.5687
B2B000554,D0093,P0037,10-02-2024,55,0.2,127.408
B2B000555,D0087,P0005,30-03-2024,37,0.05,82.1275
B2B000556,D0041,P0028,27-12-2023,56,0.06,246.2518
B2B000557,D0100,P0014,05-04-2024,62,0.02,111.769
B2B000558,D0033,P0021,09-08-2023,40,0.14,266.4366
B2B000559,D0036,P0049,30-10-2023,86,0.1,250.101
B2B000560,D0001,P0016,05-02-2023,98,0,99.87
B2B000561,D0034,P0012,17-05-2024,90,0.02,475.5548
B2B000562,D0039,P0046,15-03-2024,79,0.09,304.5224
B2B000563,D0039,P0007,17-05-2024,44,0.05,36.537
B2B000564,D0055,P0022,23-12-2023,14,0.03,75.9995
B2B000565,D0097,P0004,08-06-2024,28,0.02,297.2732
B2B000566,D0022,P0044,01-02-2024,32,0.02,446.4586
B2B000567,D0081,P0004,24-01-2023,89,0.11,269.9726
B2B000568,D0065,P0044,11-08-2023,76,0.14,391.7902
B2B000569,D0054,P0016,03-01-2024,33,0.13,86.8869
B2B000570,D0023,P0015,16-02-2024,45,0.13,86.2083
B2B000571,D0045,P0049,26-12-2023,93,0.14,238.9854
B2B000572,D0050,P0042,10-01-2024,46,0.12,222.3232
B2B000573,D0072,P0048,03-04-2023,85,0.18,217.1606
B2B000574,D0027,P0029,06-06-2024,72,0.14,258.2408
B2B000575,D0006,P0002,10-08-2023,71,0.06,447.299
B2B000576,D0018,P0048,22-11-2023,68,0.01,262.1817
B2B000577,D0025,P0013,27-07-2023,40,0.1,376.11
B2B000578,D0067,P0004,25-01-2023,62,0.06,285.1396
B2B000579,D0016,P0022,14-09-2023,74,0.1,70.515
B2B000580,D0036,P0040,02-01-2023,19,0.19,182.7927
B2B000581,D0068,P0034,19-11-2023,97,0.19,384.7095
B2B000582,D0076,P0014,14-03-2024,70,0.09,103.7855
B2B000583,D0046,P0035,23-07-2023,81,0.07,449.3388
B2B000584,D0067,P0001,20-06-2023,82,0.15,164.492
B2B000585,D0008,P0050,30-05-2024,32,0.2,80.464
B2B000586,D0045,P0026,19-01-2023,41,0.15,335.529
B2B000587,D0096,P0032,10-06-2023,44,0.11,83.2684
B2B000588,D0068,P0037,27-02-2023,72,0.09,144.9266
B2B000589,D0012,P0008,07-04-2024,73,0.05,412.7085
B2B000590,D0082,P0011,13-04-2023,32,0.19,16.2729
B2B000591,D0022,P0020,21-08-2023,86,0.18,125.214
B2B000592,D0028,P0014,28-03-2024,55,0.19,92.3805
B2B000593,D0065,P0024,19-10-2023,89,0.04,181.9392
B2B000594,D0093,P0006,27-01-2023,20,0.01,85.5756
B2B000595,D0072,P0046,23-08-2023,65,0.01,331.2936
B2B000596,D0002,P0012,27-08-2023,72,0.11,431.8814
B2B000597,D0071,P0031,28-06-2024,57,0.14,264.622
B2B000598,D0063,P0041,05-01-2024,52,0.03,67.706
B2B000599,D0053,P0015,12-04-2023,31,0.02,97.1082
B2B000600,D0090,P0049,22-01-2024,29,0.04,266.7744
B2B000601,D0054,P0008,18-08-2023,58,0.03,421.3971
B2B000602,D0093,P0002,21-09-2023,25,0.07,442.5405
B2B000603,D0010,P0017,11-03-2024,10,0.03,154.3076
B2B000604,D0043,P0004,03-04-2024,29,0.06,285.1396
B2B000605,D0032,P0033,28-07-2023,54,0.15,35.598
B2B000606,D0041,P0028,14-01-2024,12,0.04,251.4912
B2B000607,D0089,P0048,12-02-2023,58,0.16,222.4572
B2B000608,D0017,P0005,17-06-2023,25,0.09,78.6695
B2B000609,D0088,P0038,20-05-2024,92,0.08,53.2312
B2B000610,D0063,P0047,21-01-2024,55,0.15,138.329
B2B000611,D0069,P0006,21-06-2023,98,0,86.44
B2B000612,D0051,P0016,23-09-2023,30,0.02,97.8726
B2B000613,D0013,P0025,14-10-2023,32,0.16,196.1148
B2B000614,D0031,P0007,24-06-2024,44,0.18,31.5372
B2B000615,D0058,P0038,10-03-2023,91,0.13,50.3382
B2B000616,D0033,P0004,05-04-2023,90,0.18,248.7388
B2B000617,D0076,P0038,16-06-2023,16,0.19,46.8666
B2B000618,D0067,P0020,24-05-2024,76,0.11,135.903
B2B000619,D0076,P0041,05-11-2023,20,0.09,63.518
B2B000620,D0010,P0037,16-05-2024,36,0.08,146.5192
B2B000621,D0038,P0045,17-10-2023,75,0,136.8
B2B000622,D0088,P0026,20-09-2023,31,0.07,367.1082
B2B000623,D0069,P0001,19-03-2024,97,0.06,181.9088
B2B000624,D0001,P0045,06-06-2023,15,0.08,125.856
B2B000625,D0087,P0023,05-07-2023,59,0.17,127.1145
B2B000626,D0024,P0009,04-12-2023,67,0.2,243.64
B2B000627,D0030,P0044,12-02-2024,33,0.03,441.9029
B2B000628,D0052,P0041,13-01-2023,20,0.11,62.122
B2B000629,D0050,P0031,20-06-2024,16,0.01,304.623
B2B000630,D0089,P0031,07-05-2023,56,0.07,286.161
B2B000631,D0076,P0036,09-06-2023,15,0.19,328.9491
B2B000632,D0085,P0047,02-04-2023,68,0.14,139.9564
B2B000633,D0029,P0033,20-12-2023,58,0.01,41.4612
B2B000634,D0044,P0037,05-09-2023,45,0.08,146.5192
B2B000635,D0070,P0016,24-03-2023,88,0.08,91.8804
B2B000636,D0075,P0016,10-11-2023,13,0.01,98.8713
B2B000637,D0089,P0041,11-11-2023,96,0.15,59.33
B2B000638,D0028,P0026,15-05-2023,62,0.04,378.9504
B2B000639,D0017,P0009,01-12-2023,62,0.1,274.095
B2B000640,D0030,P0020,13-06-2024,29,0.01,151.173
B2B000641,D0056,P0018,08-05-2024,71,0.17,221.7179
B2B000642,D0060,P0008,04-03-2023,60,0.03,421.3971
B2B000643,D0041,P0015,13-02-2024,72,0.05,94.1355
B2B000644,D0074,P0036,20-09-2023,36,0.14,349.2546
B2B000645,D0011,P0045,18-12-2023,80,0.01,135.432
B2B000646,D0006,P0011,21-06-2024,89,0.07,18.6837
B2B000647,D0033,P0010,12-05-2024,82,0.01,353.3904
B2B000648,D0036,P0033,21-12-2023,90,0.05,39.786
B2B000649,D0036,P0029,25-09-2023,42,0.06,282.2632
B2B000650,D0098,P0039,04-01-2024,76,0.01,341.8173
B2B000651,D0056,P0047,10-01-2023,30,0.04,156.2304
B2B000652,D0047,P0047,08-04-2024,59,0.16,136.7016
B2B000653,D0091,P0031,07-04-2024,28,0.02,301.546
B2B000654,D0091,P0012,10-05-2024,41,0.2,388.208
B2B000655,D0054,P0021,07-03-2023,99,0.13,269.5347
B2B000656,D0002,P0035,08-04-2023,97,0.02,473.4968
B2B000657,D0078,P0037,26-10-2023,94,0.2,127.408
B2B000658,D0082,P0011,15-01-2024,57,0.03,19.4873
B2B000659,D0035,P0011,12-02-2024,48,0.01,19.8891
B2B000660,D0081,P0018,02-04-2024,39,0.17,221.7179
B2B000661,D0012,P0002,06-02-2023,52,0.04,456.816
B2B000662,D0076,P0047,28-05-2024,58,0.02,159.4852
B2B000663,D0038,P0024,10-07-2023,15,0.08,174.3584
B2B000664,D0056,P0015,17-05-2024,61,0,99.09
B2B000665,D0011,P0044,01-05-2024,24,0.15,387.2345
B2B000666,D0066,P0032,06-03-2023,29,0.14,80.4616
B2B000667,D0060,P0007,08-03-2024,40,0.04,36.9216
B2B000668,D0027,P0049,17-03-2024,51,0.1,250.101
B2B000669,D0023,P0007,24-01-2024,15,0.17,31.9218
B2B000670,D0001,P0036,08-04-2024,96,0.09,369.5601
B2B000671,D0018,P0039,30-06-2024,59,0.04,331.4592
B2B000672,D0010,P0030,09-05-2023,91,0,32.76
B2B000673,D0005,P0007,06-04-2024,43,0.14,33.0756
B2B000674,D0052,P0031,29-03-2024,60,0.05,292.315
B2B000675,D0032,P0020,24-07-2023,81,0.16,128.268
B2B000676,D0073,P0013,01-09-2023,81,0.17,346.857
B2B000677,D0087,P0021,10-08-2023,16,0.04,297.4176
B2B000678,D0042,P0001,29-01-2023,10,0.05,183.844
B2B000679,D0058,P0039,28-11-2023,30,0.18,283.1214
B2B000680,D0050,P0010,11-05-2024,52,0.03,346.2512
B2B000681,D0007,P0046,01-06-2024,68,0.16,281.0976
B2B000682,D0027,P0009,17-12-2023,52,0.05,289.3225
B2B000683,D0014,P0009,28-06-2023,93,0.02,298.459
B2B000684,D0080,P0039,07-08-2023,99,0.07,321.1011
B2B000685,D0020,P0015,29-01-2024,29,0.03,96.1173
B2B000686,D0046,P0036,10-02-2023,73,0.11,361.4379
B2B000687,D0055,P0023,31-05-2023,38,0.19,124.0515
B2B000688,D0044,P0049,04-02-2024,30,0.05,263.9955
B2B000689,D0016,P0023,21-05-2024,71,0.09,139.3665
B2B000690,D0054,P0022,07-01-2023,60,0.08,72.082
B2B000691,D0062,P0017,25-05-2023,82,0.11,141.5812
B2B000692,D0052,P0012,20-05-2024,72,0.16,407.6184
B2B000693,D0029,P0038,05-09-2023,53,0.05,54.967
B2B000694,D0087,P0014,17-06-2024,72,0,114.05
B2B000695,D0045,P0030,25-03-2023,73,0.16,27.5184
B2B000696,D0021,P0046,18-01-2024,14,0.07,311.2152
B2B000697,D0090,P0024,18-04-2024,91,0.1,170.568
B2B000698,D0095,P0025,19-01-2023,99,0.07,217.1271
B2B000699,D0044,P0016,21-05-2023,54,0.19,80.8947
B2B000700,D0070,P0009,27-06-2024,71,0.07,283.2315
B2B000701,D0015,P0033,28-01-2023,69,0.09,38.1108
B2B000702,D0030,P0033,13-01-2024,43,0.05,39.786
B2B000703,D0010,P0007,01-03-2024,38,0.18,31.5372
B2B000704,D0016,P0013,24-04-2024,12,0.2,334.32
B2B000705,D0081,P0011,30-08-2023,58,0.13,17.4783
B2B000706,D0075,P0032,16-09-2023,73,0.14,80.4616
B2B000707,D0055,P0028,05-01-2023,77,0.05,248.8715
B2B000708,D0065,P0046,20-11-2023,21,0.14,287.7904
B2B000709,D0037,P0015,01-03-2024,64,0.2,79.272
B2B000710,D0005,P0039,14-11-2023,53,0,345.27
B2B000711,D0065,P0022,04-01-2024,57,0.11,69.7315
B2B000712,D0030,P0022,09-02-2023,45,0.04,75.216
B2B000713,D0042,P0020,08-11-2023,28,0.16,128.268
B2B000714,D0003,P0027,15-03-2023,15,0.03,104.6048
B2B000715,D0058,P0031,30-04-2023,55,0.03,298.469
B2B000716,D0048,P0007,14-06-2023,27,0.17,31.9218
B2B000717,D0055,P0022,14-07-2023,38,0,78.35
B2B000718,D0041,P0017,06-12-2023,62,0.02,155.8984
B2B000719,D0075,P0024,18-02-2024,95,0.03,183.8344
B2B000720,D0055,P0036,06-02-2023,20,0.14,349.2546
B2B000721,D0004,P0049,26-08-2023,64,0,277.89
B2B000722,D0061,P0014,02-07-2023,51,0.14,98.083
B2B000723,D0068,P0010,28-07-2023,28,0.11,317.6944
B2B000724,D0063,P0041,16-04-2023,82,0.18,57.236
B2B000725,D0048,P0016,01-09-2023,35,0.06,93.8778
B2B000726,D0045,P0045,30-11-2023,25,0.1,123.12
B2B000727,D0010,P0004,14-08-2023,29,0.12,266.9392
B2B000728,D0085,P0043,16-06-2023,64,0.14,23.091
B2B000729,D0046,P0003,19-06-2023,12,0.13,320.7516
B2B000730,D0099,P0025,01-02-2024,10,0.11,207.7883
B2B000731,D0003,P0019,23-11-2023,25,0,221.65
B2B000732,D0001,P0006,08-01-2024,41,0.07,80.3892
B2B000733,D0091,P0024,15-06-2023,83,0.14,162.9872
B2B000734,D0062,P0042,20-06-2024,38,0.1,227.376
B2B000735,D0010,P0009,16-06-2024,40,0.16,255.822
B2B000736,D0091,P0050,22-05-2024,83,0.15,85.493
B2B000737,D0022,P0009,24-10-2023,48,0.03,295.4135
B2B000738,D0035,P0018,28-12-2023,17,0.12,235.0744
B2B000739,D0009,P0030,08-09-2023,53,0.1,29.484
B2B000740,D0036,P0014,17-01-2024,94,0.1,102.645
B2B000741,D0088,P0036,22-08-2023,43,0,406.11
B2B000742,D0029,P0035,26-01-2024,45,0.17,401.0228
B2B000743,D0093,P0023,23-02-2023,33,0.13,133.2405
B2B000744,D0058,P0037,06-06-2024,42,0.18,130.5932
B2B000745,D0066,P0016,15-03-2023,41,0.17,82.8921
B2B000746,D0030,P0030,04-06-2024,15,0.05,31.122
B2B000747,D0071,P0037,17-01-2023,41,0.03,154.4822
B2B000748,D0097,P0038,12-04-2023,97,0.16,48.6024
B2B000749,D0083,P0003,28-05-2023,75,0.08,339.1856
B2B000750,D0053,P0017,19-09-2023,30,0.15,135.218
B2B000751,D0095,P0003,20-10-2023,33,0.09,335.4988
B2B000752,D0027,P0034,30-01-2024,13,0.19,384.7095
B2B000753,D0016,P0030,14-12-2023,55,0.18,26.8632
B2B000754,D0030,P0003,10-02-2023,30,0.05,350.246
B2B000755,D0014,P0036,05-04-2024,43,0.05,385.8045
B2B000756,D0028,P0041,13-04-2024,25,0.01,69.102
B2B000757,D0028,P0034,30-04-2023,81,0.01,470.2005
B2B000758,D0005,P0044,11-06-2024,89,0.03,441.9029
B2B000759,D0060,P0006,18-01-2024,58,0.03,83.8468
B2B000760,D0025,P0031,18-07-2023,62,0.01,304.623
B2B000761,D0041,P0034,13-07-2023,26,0.07,441.7035
B2B000762,D0074,P0008,07-02-2024,14,0.13,377.9541
B2B000763,D0015,P0027,29-01-2024,57,0.01,106.7616
B2B000764,D0051,P0026,25-03-2024,24,0.07,367.1082
B2B000765,D0072,P0005,30-12-2023,64,0.16,72.618
B2B000766,D0006,P0008,13-01-2024,71,0.06,408.3642
B2B000767,D0002,P0032,10-01-2023,49,0.04,89.8176
B2B000768,D0046,P0036,06-11-2023,93,0.17,337.0713
B2B000769,D0047,P0001,05-09-2023,54,0.14,166.4272
B2B000770,D0080,P0028,13-12-2023,68,0.07,243.6321
B2B000771,D0026,P0020,07-12-2023,49,0.06,143.538
B2B000772,D0021,P0037,19-03-2024,57,0.2,127.408
B2B000773,D0033,P0018,14-01-2024,39,0.04,256.4448
B2B000774,D0099,P0047,15-06-2023,19,0.13,141.5838
B2B000775,D0024,P0032,09-01-2024,19,0.01,92.6244
B2B000776,D0071,P0034,10-06-2024,94,0.18,389.459
B2B000777,D0100,P0043,13-09-2023,78,0.06,25.239
B2B000778,D0059,P0010,25-01-2023,81,0.16,299.8464
B2B000779,D0074,P0018,18-04-2023,58,0.09,243.0883
B2B000780,D0021,P0031,10-03-2024,41,0.03,298.469
B2B000781,D0030,P0025,09-07-2023,19,0.17,193.7801
B2B000782,D0008,P0042,20-12-2023,92,0.07,234.9552
B2B000783,D0070,P0012,16-03-2023,99,0.18,397.9132
B2B000784,D0003,P0014,08-02-2023,31,0.14,98.083
B2B000785,D0061,P0017,22-04-2024,48,0.08,146.3536
B2B000786,D0089,P0036,27-05-2023,26,0.08,373.6212
B2B000787,D0077,P0026,21-06-2024,83,0.11,351.3186
B2B000788,D0003,P0011,19-07-2023,38,0.02,19.6882
B2B000789,D0002,P0018,15-06-2023,66,0.1,240.417
B2B000790,D0013,P0011,23-03-2024,19,0.03,19.4873
B2B000791,D0077,P0026,25-08-2023,25,0.12,347.3712
B2B000792,D0053,P0007,25-11-2023,96,0.19,31.1526
B2B000793,D0011,P0046,22-06-2023,24,0.15,284.444
B2B000794,D0012,P0020,02-06-2024,52,0.02,149.646
B2B000795,D0055,P0028,05-03-2023,46,0.03,254.1109
B2B000796,D0086,P0017,10-12-2023,33,0.19,128.8548
B2B000797,D0087,P0006,14-08-2023,81,0.08,79.5248
B2B000798,D0063,P0023,01-07-2023,53,0.1,137.835
B2B000799,D0090,P0040,20-11-2023,38,0.2,180.536
B2B000800,D0012,P0008,01-01-2024,73,0.04,417.0528
B2B000801,D0050,P0008,10-05-2023,29,0.02,425.7414
B2B000802,D0008,P0026,09-02-2023,54,0.05,375.003
B2B000803,D0056,P0010,28-03-2024,97,0.06,335.5424
B2B000804,D0090,P0018,04-12-2023,49,0.18,219.0466
B2B000805,D0087,P0039,14-01-2023,14,0.19,279.6687
B2B000806,D0081,P0005,01-06-2023,21,0.19,70.0245
B2B000807,D0030,P0015,08-01-2024,92,0.08,91.1628
B2B000808,D0085,P0016,19-01-2023,38,0.07,92.8791
B2B000809,D0070,P0050,10-04-2024,63,0.09,91.5278
B2B000810,D0039,P0032,22-11-2023,87,0.06,87.9464
B2B000811,D0069,P0050,22-03-2023,81,0.06,94.5452
B2B000812,D0018,P0045,16-02-2024,61,0.04,131.328
B2B000813,D0061,P0038,17-02-2023,42,0.04,55.5456
B2B000814,D0065,P0033,25-04-2023,91,0.14,36.0168
B2B000815,D0027,P0033,27-03-2023,48,0.06,39.3672
B2B000816,D0090,P0050,24-05-2023,96,0,100.58
B2B000817,D0030,P0033,08-12-2023,11,0.03,40.6236
B2B000818,D0080,P0025,28-06-2023,43,0.01,231.1353
B2B000819,D0007,P0006,18-06-2023,95,0.15,73.474
B2B000820,D0071,P0026,22-06-2024,62,0.02,386.8452
B2B000821,D0063,P0036,06-05-2024,22,0.16,341.1324
B2B000822,D0075,P0039,27-03-2024,20,0.15,293.4795
B2B000823,D0029,P0025,30-06-2024,84,0.09,212.4577
B2B000824,D0051,P0027,21-03-2024,80,0.08,99.2128
B2B000825,D0015,P0012,04-04-2024,65,0.18,397.9132
B2B000826,D0004,P0040,29-03-2024,77,0.01,223.4133
B2B000827,D0016,P0018,28-05-2024,24,0.13,232.4031
B2B000828,D0012,P0019,14-02-2024,42,0.18,181.753
B2B000829,D0021,P0038,12-03-2023,84,0.16,48.6024
B2B000830,D0047,P0001,21-02-2024,89,0.14,166.4272
B2B000831,D0007,P0033,17-12-2023,89,0.08,38.5296
B2B000832,D0092,P0016,24-01-2023,69,0.07,92.8791
B2B000833,D0080,P0006,05-04-2023,92,0.19,70.0164
B2B000834,D0005,P0032,11-03-2023,44,0.06,87.9464
B2B000835,D0053,P0001,30-04-2024,15,0.03,187.7144
B2B000836,D0098,P0041,19-11-2023,89,0.07,64.914
B2B000837,D0023,P0040,12-05-2023,99,0.05,214.3865
B2B000838,D0096,P0018,02-01-2024,34,0.13,232.4031
B2B000839,D0076,P0023,05-11-2023,38,0.02,150.087
B2B000840,D0011,P0047,14-05-2023,97,0.07,151.3482
B2B000841,D0071,P0039,10-06-2024,12,0.09,314.1957
B2B000842,D0007,P0024,15-06-2024,21,0.12,166.7776
B2B000843,D0041,P0025,03-04-2023,24,0.09,212.4577
B2B000844,D0088,P0005,22-04-2024,81,0.01,85.5855
B2B000845,D0085,P0011,31-01-2024,66,0.04,19.2864
B2B000846,D0081,P0032,18-05-2024,75,0.13,81.3972
B2B000847,D0096,P0033,05-09-2023,44,0,41.88
B2B000848,D0087,P0022,30-07-2023,13,0.02,76.783
B2B000849,D0025,P0018,09-04-2023,94,0.08,245.7596
B2B000850,D0075,P0013,27-12-2023,89,0.14,359.394
B2B000851,D0024,P0029,26-01-2023,16,0.17,249.2324
B2B000852,D0005,P0033,24-05-2023,22,0.13,36.4356
B2B000853,D0043,P0001,15-09-2023,26,0.06,181.9088
B2B000854,D0013,P0045,16-10-2023,34,0.12,120.384
B2B000855,D0060,P0007,23-04-2023,21,0.2,30.768
B2B000856,D0064,P0042,26-03-2023,98,0.02,247.5872
B2B000857,D0089,P0004,12-02-2023,62,0.04,291.2064
B2B000858,D0043,P0002,10-02-2024,41,0.11,423.5065
B2B000859,D0011,P0007,03-11-2023,82,0.01,38.0754
B2B000860,D0044,P0018,18-01-2023,57,0.1,240.417
B2B000861,D0082,P0011,16-12-2023,12,0.06,18.8846
B2B000862,D0088,P0037,16-03-2024,15,0.09,144.9266
B2B000863,D0030,P0008,15-06-2023,94,0.09,395.3313
B2B000864,D0091,P0004,17-06-2024,49,0.17,251.7722
B2B000865,D0061,P0041,10-09-2023,56,0.01,69.102
B2B000866,D0025,P0024,17-01-2024,71,0.08,174.3584
B2B000867,D0011,P0040,11-03-2023,21,0.04,216.6432
B2B000868,D0057,P0026,05-12-2023,13,0.16,331.5816
B2B000869,D0096,P0045,24-03-2023,42,0.14,117.648
B2B000870,D0031,P0033,08-02-2023,86,0.14,36.0168
B2B000871,D0011,P0014,29-01-2024,21,0.12,100.364
B2B000872,D0092,P0034,24-10-2023,74,0.12,417.956
B2B000873,D0029,P0041,12-02-2024,29,0.16,58.632
B2B000874,D0072,P0041,02-05-2023,27,0.2,55.84
B2B000875,D0041,P0011,16-06-2023,61,0.11,17.8801
B2B000876,D0056,P0003,25-01-2023,37,0.14,317.0648
